"count";"taxontreedefid";"rank_";"taxon_full_name"
1;13;species;Heteroblemma serpens
1;13;species;heterocarpa
1;13;species;heterocaryum
1;13;species;heterocentron
1;13;species;Heterocephalacria
1;13;species;heterochroa
1;13;species;heterocoma
1;13;species;heterocondylus
1;13;species;Heterocondylus vitalbae
1;13;species;Heterocondylus vitalbis
1;13;species;heterocystis
1;13;species;heteroderis
1;13;species;Heterodermia boryi
1;13;species;Heterodermia circinalis
1;13;species;Heterodermia comosa
1;13;species;Heterodermia flabellata
1;13;species;Heterodermia leucomelos
1;13;species;Heterodermia lutescens
1;13;species;Heterodermia podocarpa
1;13;species;Heterodermia speciosa
1;13;species;heterodonta
1;13;species;heterodontus
1;13;species;heterodoxus
1;13;species;Heterogonium pinnatum
1;13;species;Heterogonium sagenioides
1;13;species;Heterogonium stenosemioides
1;13;species;heterolepis
1;13;species;heteromma
1;13;species;Heteromorpha
1;13;species;Heteromorpha marojejyensis
1;13;species;heteromorphae
1;13;species;heteronemum
1;13;species;heteroneura
1;13;species;Heteropanax chinensis
1;13;species;Heteropanax fragrans
1;13;species;heteropappus
1;13;species;heteropetalus
1;13;species;Heterophyllaea
1;13;species;Heterophyllaea  pustulata
1;13;species;heteropleura
1;13;species;Heteropogon contortus
1;13;species;Heteropogon melanocarpus
1;13;species;Heteropogon triticeus
1;13;species;Heteropsis ecuadorensis
1;13;species;Heteropsis flexuosa
1;13;species;Heteropsis oblongifolia
1;13;species;Heteropsis peruviana
1;13;species;Heteropsis spruceana
1;13;species;heteropterys
1;13;species;Heteropterys aureosericea
1;13;species;Heteropterys laurifolia
1;13;species;Heteropterys leona
1;13;species;heteropyxis
1;13;species;heterorhachis
1;13;species;heterorhyncha
1;13;species;heterosculpturata
1;13;species;heterosetulosus
1;13;species;Heterospathe  cagayanensis
1;13;species;Heterospathe elata
1;13;species;Heterospathe glabra
1;13;species;Heterospathe humilis
1;13;species;Heterospathe macgregorii
1;13;species;Heterospathe muelleriana
1;13;species;Heterosperma
1;13;species;Heterosperma diversifolium
1;13;species;heterosporus
1;13;species;heterostachys
1;13;species;heterostemma
1;13;species;heterostoma
1;13;species;heterostyla
1;13;species;heterotheca
1;13;species;heterotis
1;13;species;Heterotis
1;13;species;Heterotis rotundifolia
1;13;species;heterotrichum
1;13;species;heterotrichus
1;13;species;Heterozostera
1;13;species;Heterozostera tasmanica
1;13;species;heucherae
1;13;species;heucheriformis
1;13;species;Heuff. ex Griseb.
1;13;species;heuffelii
1;13;species;Heurck & Muell. Arg.
1;13;species;Heusden
1;13;species;Hevea brasiliensis
1;13;species;Hevea microphylla
1;13;species;hewittia
1;13;species;Hewittia malabarica
1;13;species;Hewittia sublobata
1;13;species;hexacarpa
1;13;species;Hexachlamys
1;13;species;Hexachlamys boliviana
1;13;species;hexagona
1;13;species;Hexagonia papyracea
1;13;species;hexagonospora
1;13;species;hexagonosporus
1;13;species;hexagyna
1;13;species;Hexalobus crispiflorus
1;13;species;Hexalobus monopelatus
1;13;species;Hexalobus monopetalus
1;13;species;hexanthera
1;13;species;hexapetala
1;13;species;hexaphylla
1;13;species;Hexapora
1;13;species;Hexasepalum apiculatum
1;13;species;Hexasepalum mello-barretoi
1;13;species;Hexasepalum teres
1;13;species;Hexasepalum zappiae
1;13;species;hexasperma
1;13;species;hexasticha
1;13;species;hexastichum
1;13;species;hexastylis
1;13;species;heydeanum
1;13;species;heydei
1;13;species;Heyne
1;13;species;Heyne ex Roth
1;13;species;Heyne ex Wall.
1;13;species;Heyne ex. Roth
1;13;species;heynea
1;13;species;Heynea
1;13;species;Heynea trijuga
1;13;species;hiatulus
1;13;species;hibbardiae
1;13;species;hibbertioides
1;13;species;hibernica
1;13;species;hibernicus
1;13;species;hibiscus
1;13;species;Hibiscus aebelmoschus
1;13;species;Hibiscus aponeurus
1;13;species;Hibiscus asper
1;13;species;Hibiscus cannabinus
1;13;species;Hibiscus diversifolius
1;13;species;Hibiscus escobariae
1;13;species;Hibiscus flavifolius
1;13;species;Hibiscus glanduliferus
1;13;species;Hibiscus hirtus
1;13;species;Hibiscus hispidissimus
1;13;species;Hibiscus lobatus
1;13;species;Hibiscus longisepalus
1;13;species;Hibiscus ludwigii
1;13;species;Hibiscus macrophyllus
1;13;species;Hibiscus mutabilis
1;13;species;Hibiscus paludicola
1;13;species;Hibiscus panduriformis
1;13;species;Hibiscus pernambucensis
1;13;species;Hibiscus peruvianus
1;13;species;Hibiscus phoeniceus
1;13;species;Hibiscus physaloides
1;13;species;Hibiscus poeppigii
1;13;species;Hibiscus radiatus
1;13;species;Hibiscus rosa-sinensis
1;13;species;Hibiscus sabdariffa
1;13;species;Hibiscus sagittifolius
1;13;species;Hibiscus sidaeformis
1;13;species;Hibiscus sororius
1;13;species;Hibiscus squamosus
1;13;species;Hibiscus sterculifolia
1;13;species;Hibiscus surattensis
1;13;species;Hibiscus tiliaceus
1;13;species;Hibiscus trionum
1;13;species;Hibiscus tubiflorus
1;13;species;Hickel
1;13;species;Hicken
1;13;species;hidaka
1;13;species;hidakamontana
1;13;species;hidalgensis
1;13;species;hidalgoa
1;13;species;Hidalgoa
1;13;species;Hidalgoa ternata
1;13;species;Hier.
1;13;species;Hier. 
1;13;species;Hier. in Engl.
1;13;species;hieracium
1;13;species;Hieracium adenoceps
1;13;species;Hieracium alatipes
1;13;species;Hieracium albidulum
1;13;species;Hieracium altum
1;13;species;Hieracium argospathum
1;13;species;Hieracium atriceps
1;13;species;Hieracium auriglandulum
1;13;species;Hieracium austrinum
1;13;species;Hieracium boreale
1;13;species;Hieracium bupleurifolium
1;13;species;Hieracium caesiomurorum
1;13;species;Hieracium caesium
1;13;species;Hieracium chilense
1;13;species;Hieracium chlorellum
1;13;species;Hieracium chrysoprasium
1;13;species;Hieracium ciliatiflorum
1;13;species;Hieracium circulare
1;13;species;Hieracium coadunutum
1;13;species;Hieracium cruentifolium
1;13;species;Hieracium dahlstedtii
1;13;species;Hieracium danicum
1;13;species;Hieracium densiflorum
1;13;species;Hieracium dentex
1;13;species;Hieracium diaphanoides
1;13;species;Hieracium diaphanum
1;13;species;Hieracium dimistum
1;13;species;Hieracium diversicolor
1;13;species;Hieracium divisum
1;13;species;Hieracium ellipsoideum
1;13;species;Hieracium erianthum
1;13;species;Hieracium eustictiforme
1;13;species;Hieracium farumense
1;13;species;Hieracium fioniae
1;13;species;Hieracium foensianum
1;13;species;Hieracium frigidum
1;13;species;Hieracium fuscocinereum
1;13;species;Hieracium fuscoviolare
1;13;species;Hieracium gelertii
1;13;species;Hieracium glandulosissimum
1;13;species;Hieracium glaucopallidium
1;13;species;Hieracium glaucum
1;13;species;Hieracium gracilidens
1;13;species;Hieracium gratiosum
1;13;species;Hieracium greisdalense
1;13;species;Hieracium harzianum
1;13;species;Hieracium imbricatum
1;13;species;Hieracium inconspicuum
1;13;species;Hieracium integratum
1;13;species;Hieracium isodontum
1;13;species;Hieracium jutlandicum
1;13;species;Hieracium keldii
1;13;species;Hieracium kopsicum
1;13;species;Hieracium lagopus
1;13;species;Hieracium lindii
1;13;species;Hieracium lissolepium
1;13;species;Hieracium loxense
1;13;species;Hieracium luxurians
1;13;species;Hieracium marginelliceps
1;13;species;Hieracium megachaetum
1;13;species;Hieracium murorum
1;13;species;Hieracium nemorivagum
1;13;species;Hieracium neopinnatifidum
1;13;species;Hieracium nitens
1;13;species;Hieracium obatrescens
1;13;species;Hieracium oistophyllum
1;13;species;Hieracium orbicans
1;13;species;Hieracium paniculatum
1;13;species;Hieracium pardalinum
1;13;species;Hieracium pediaeum
1;13;species;Hieracium pellucidum
1;13;species;Hieracium perpropinquum
1;13;species;Hieracium peruanum
1;13;species;Hieracium philantrax
1;13;species;Hieracium pichinchae
1;13;species;Hieracium piliceps
1;13;species;Hieracium pilosella
1;13;species;Hieracium pinnatifidiforme
1;13;species;Hieracium pintodasilvae
1;13;species;Hieracium polatschekii
1;13;species;Hieracium porrigentiforme
1;13;species;Hieracium praelongum
1;13;species;Hieracium pretiosum
1;13;species;Hieracium prolixum
1;13;species;Hieracium pseudanfractum
1;13;species;Hieracium pseudofioniae
1;13;species;Hieracium pseudogelertii
1;13;species;Hieracium pseudogratiosum
1;13;species;Hieracium pseudojutlandicum
1;13;species;Hieracium pseudotorticeps
1;13;species;Hieracium pycnodon
1;13;species;Hieracium rebildense
1;13;species;Hieracium reticulatum
1;13;species;Hieracium rigidum
1;13;species;Hieracium segregatum
1;13;species;Hieracium semicaesium
1;13;species;Hieracium semicreperum
1;13;species;Hieracium semigothicum
1;13;species;Hieracium sodiroanum
1;13;species;Hieracium stenolepis
1;13;species;Hieracium stuebelii
1;13;species;Hieracium subaustrinum
1;13;species;Hieracium subinforme
1;13;species;Hieracium sublactucaceum
1;13;species;Hieracium subornatum
1;13;species;Hieracium subprolatescens
1;13;species;Hieracium subramosum
1;13;species;Hieracium subrectum
1;13;species;Hieracium subvulgatiforme
1;13;species;Hieracium sylvaticum
1;13;species;Hieracium tenellifrons
1;13;species;Hieracium turbinicephalum
1;13;species;Hieracium virescens
1;13;species;Hieracium virgultorum
1;13;species;Hieracium vulgatiforme
1;13;species;Hieracium vulgatum
1;13;species;Hieracium wiinstedtii
1;13;species;hiernii
1;13;species;Hierobotana
1;13;species;Hierobotana inflata
1;13;species;hierochloae
1;13;species;Hierochloe horsfieldii
1;13;species;Hierochloe juncifolia
1;13;species;Hierochloe odorata
1;13;species;Hierochloe redolens
1;13;species;hierochloes
1;13;species;Hieron. 
1;13;species;Hieron. ex Brause
1;13;species;Hieron. ex Sodiro
1;13;species;Hieron. vel aff.
1;13;species;Hieronyma
1;13;species;Hieronyma buchtienii
1;13;species;Hieronymiella
1;13;species;Hieronymiella clidanthoides
1;13;species;Hieronymusia
1;13;species;hifacensis
1;13;species;highlandensis
1;13;species;Higsater & Dodson 
1;13;species;Higsater & L.Sinchez
1;13;species;hihua
1;13;species;hilarianus
1;13;species;hilarii
1;13;species;Hilberina
1;13;species;Hildebr.
1;13;species;Hildebrandt & Wendl.
1;13;species;hildebrandtia
1;13;species;Hildebrantiella
1;13;species;Hildebrantiella guyanense
1;13;species;hildegardia
1;13;species;Hilend & Howell
1;13;species;Hill 
1;13;species;Hillebrandia
1;13;species;hilleria
1;13;species;Hilleria latifolia
1;13;species;Hilleria secunda
1;13;species;Hillia illustris
1;13;species;Hillia ulei
1;13;species;Hilliard & B.L.Burtt
1;13;species;hilliardia
1;13;species;hilliardiella
1;13;species;hillmanii
1;13;species;himalaicum
1;13;species;himalaicus
1;13;species;himalaiella
1;13;species;himalayana
1;13;species;himalayanus
1;13;species;Himantandraceae
1;13;species;himantia
1;13;species;Himantia
1;13;species;himantioides
1;13;species;Himantoglossum
1;13;species;Himantoglossum hircinum
1;13;species;himatanthus
1;13;species;Himatanthus attenuatus
1;13;species;Himatanthus lancifolius
1;13;species;Himatanthus sucuuba
1;13;species;Himatanthus tarapotensis
1;13;species;hindsiana
1;13;species;hinterhubera
1;13;species;Hippeastrum curitibanum
1;13;species;Hippeastrum guarapuavicum
1;13;species;Hippeastrum monanthum
1;13;species;Hippeastrum reginae
1;13;species;Hippeastrum santacatarina
1;13;species;hippia
1;13;species;Hippobroma
1;13;species;Hippobroma longiflora
1;13;species;hippobromus
1;13;species;hippocratea
1;13;species;Hippocratea myriantha
1;13;species;Hippocratea volubilis
1;13;species;hippocrepicus
1;13;species;Hippocrepis areolata
1;13;species;Hippocrepis bourgaei
1;13;species;Hippocrepis emerus
1;13;species;Hippocrepis unisiliquosa
1;13;species;hippoctona
1;13;species;hippolytia
1;13;species;Hippomane
1;13;species;Hippomane mancinella
1;13;species;hippomarathrum
1;13;species;Hippophae rhamnoides
1;13;species;hippophaeicola
1;13;species;Hippotis brevipes
1;13;species;Hippotis comosa
1;13;species;Hippotis grandiflora
1;13;species;Hippotis scarlatina
1;13;species;Hippotis triflora
1;13;species;hippotrichoides
1;13;species;hippuridis
1;13;species;hippuris
1;13;species;Hippuris
1;13;species;Hippuris vulgaris
1;13;species;hippuroides
1;13;species;hiptage
1;13;species;Hiptage benghalensis
1;13;species;Hiptage monopteryx
1;13;species;hiraea
1;13;species;Hiraea affinis
1;13;species;Hiraea cephalotes
1;13;species;Hiraea fagifolia
1;13;species;hiranensis
1;13;species;hircinum
1;13;species;hirculi
1;13;species;hirculoides
1;13;species;hirneola
1;13;species;hirpicium
1;13;species;Hirpicium
1;13;species;Hirpicium diffusum
1;13;species;Hirschfeldia
1;13;species;Hirschfeldia incana
1;13;species;Hirschh.
1;13;species;hirschii
1;13;species;hirschiopori
1;13;species;hirsutissima
1;13;species;hirsutissimum
1;13;species;hirsutiuscula
1;13;species;Hirtella americana
1;13;species;Hirtella bicornis
1;13;species;Hirtella burchellii
1;13;species;Hirtella coppenamensis
1;13;species;Hirtella elongata
1;13;species;Hirtella macrophylla
1;13;species;Hirtella obidensis
1;13;species;Hirtella paniculata
1;13;species;Hirtella pilosissima
1;13;species;Hirtella scabra
1;13;species;Hirtella tocantina
1;13;species;Hirtella triandra
1;13;species;hirtellina
1;13;species;hirtelloides
1;13;species;hirtellus
1;13;species;hirticalyx
1;13;species;hirtiflora
1;13;species;hirtosquamulosa
1;13;species;Hirudinaria
1;13;species;hiscens
1;13;species;hispanicus
1;13;species;Hispaniolanthus
1;13;species;hispidella
1;13;species;hispidicalyx
1;13;species;hispidivillosa
1;13;species;Histiopteris
1;13;species;Histiopteris incisa
1;13;species;Hitch. & Chase
1;13;species;Hitchc
1;13;species;Hitchc. 
1;13;species;Hitchcock
1;13;species;hitchcockiana
1;13;species;Hitchenia
1;13;species;Hitchenia careyana
1;13;species;hitchguirei
1;13;species;Hjortstam & Ryvarden
1;13;species;Hk.
1;13;species;Hk.f.
1;13;species;hladnikia
1;13;species;hoantchy
1;13;species;hochreutinera
1;13;species;hochreutineri
1;13;species;Hochst. & A. Rich.
1;13;species;Hochst. & Steud.
1;13;species;Hochst. & Steud. ex Engl.
1;13;species;Hochst. ex A. DC.
1;13;species;Hochst. ex Boeck.
1;13;species;Hochst. ex Boiss.
1;13;species;Hochst. ex Chiov.
1;13;species;Hochst. ex Choisy
1;13;species;Hochst. ex Endl.
1;13;species;Hochst. ex Steud.
1;13;species;Hochst. ex Steud. 
1;13;species;hockii
1;13;species;Hockinia
1;13;species;Hodgsonia heteroclita
1;13;species;Hodgsonia macrocarpa
1;13;species;Hodophilus
1;13;species;hoefftiana
1;13;species;hoefftianum
1;13;species;hoehnei
1;13;species;hoehnephytum
1;13;species;hoffmannanthus
1;13;species;Hoffmannia cryptoneura
1;13;species;Hoffmannia dichroantha
1;13;species;Hoffmannia ecuatoriana
1;13;species;Hoffmannia glabra
1;13;species;Hoffmannia latifolia
1;13;species;Hoffmannia obovata
1;13;species;Hoffmannia pauciflora
1;13;species;Hoffmannia pearcei
1;13;species;Hoffmannia williamsii
1;13;species;hoffmanniella
1;13;species;Hoffmanns. & Link
1;13;species;hoffmeisteri
1;13;species;Hofmann & Sudre
1;13;species;hofmeisteria
1;13;species;Hofreiter
1;13;species;Hofreiter & E. Rodr.
1;13;species;Hohen.
1;13;species;hohenackeria
1;13;species;hohenackeriana
1;13;species;Hohenbuehelia bullulifera
1;13;species;hoheria
1;13;species;Hohmeyer
1;13;species;hokouensis
1;13;species;holarrhena
1;13;species;Holarrhena curtisii
1;13;species;Holarrhena floribunda
1;13;species;Holarrhena pauciflora
1;13;species;Holarrhena pubescens
1;13;species;holboelli
1;13;species;holcina
1;13;species;Holcus lanatus
1;13;species;Holcus mollis
1;13;species;Hole
1;13;species;holguinensis
1;13;species;"Holl&#xF3;s"
1;13;species;hollandaea
1;13;species;hollickii
1;13;species;hollisteria
1;13;species;hollrungii
1;13;species;Holm-Niels. & P. M. Jargensen
1;13;species;Holm-Niels. & P.Jorg.
1;13;species;Holm-Nielsen & Haynes
1;13;species;Holm-Nielsen & P.M. Jorgensen
1;13;species;holmbergia
1;13;species;Holmes
1;13;species;holmgrenanthe
1;13;species;Holmiella
1;13;species;Holmiodiscus
1;13;species;holmiorum
1;13;species;holocarpa
1;13;species;holocarpha
1;13;species;holocheilus
1;13;species;holodiscus
1;13;species;Holodiscus
1;13;species;Holodiscus argenteus
1;13;species;hologynum
1;13;species;Hololachna
1;13;species;hololanigera
1;13;species;hololeion
1;13;species;hololepis
1;13;species;hololeucoides
1;13;species;Holomitrium pulchellum
1;13;species;Holomitrium standleyi
1;13;species;holopetala
1;13;species;holopetalus
1;13;species;holophaea
1;13;species;holophaeus
1;13;species;holopsilus
1;13;species;holopus
1;13;species;Holoschkuhria
1;13;species;Holoschkuhria tetramera
1;13;species;holoschoenae
1;13;species;holoschoenus
1;13;species;holosemius
1;13;species;holostegius
1;13;species;Holosteum breistrofferi
1;13;species;Holosteum umbellatum
1;13;species;holozonia
1;13;species;Holtermannia
1;13;species;Holtermanniaceae
1;13;species;Holtermanniales
1;13;species;holtonis
1;13;species;Holtt ex Jonker
1;13;species;Holttum 
1;13;species;Holttum & Standl.
1;13;species;Holttum ex Lim
1;13;species;holtumii
1;13;species;Holub.-Jech
1;13;species;Holw.
1;13;species;Holwaya
1;13;species;holzneria
1;13;species;Homalanthus populifolius
1;13;species;Homalanthus populneus
1;13;species;Homalia
1;13;species;Homalia trichomanoides
1;13;species;Homalium grandiflorum
1;13;species;Homalium letestui
1;13;species;Homalium peninsulare
1;13;species;homalocalyx
1;13;species;homalocarpus
1;13;species;homalocladus
1;13;species;Homalomena aromatica
1;13;species;Homalomena cordata
1;13;species;Homalomena crinipes
1;13;species;Homalomena deltoidia
1;13;species;Homalomena geniculata
1;13;species;Homalomena griffithii
1;13;species;Homalomena hortiifolia
1;13;species;Homalomena humilis
1;13;species;Homalomena modesta
1;13;species;Homalomena occulta
1;13;species;Homalomena orata
1;13;species;Homalomena ovata
1;13;species;Homalomena picturata
1;13;species;Homalomena pontederaefolia
1;13;species;Homalomena propinqua
1;13;species;Homalomena pygmaea
1;13;species;Homalomena rostrata
1;13;species;Homalomena sawakensis
1;13;species;Homalomena trapezifolia
1;13;species;Homalomena truneata
1;13;species;Homalomena vagans
1;13;species;homalosciadium
1;13;species;Homalosorus
1;13;species;Homalosorus pycnocarpos
1;13;species;homalospermum
1;13;species;Homalothecium lutescens
1;13;species;Homalothecium sericeum
1;13;species;homblei
1;13;species;hombroniana
1;13;species;homogyne
1;13;species;homoica
1;13;species;Homolepis aturensis
1;13;species;Homolepis glutinosa
1;13;species;Homonoia
1;13;species;Homonoia riparia
1;13;species;homonyma
1;13;species;Homophron
1;13;species;homophylla
1;13;species;homoranthus
1;13;species;Homostegia
1;13;species;honbaense
1;13;species;Honck.
1;13;species;Honckenya peploides
1;13;species;hondoensis
1;13;species;hondurana
1;13;species;hondurense
1;13;species;Honey
1;13;species;Hong
1;13;species;honghoensis
1;13;species;honigbergeri
1;13;species;hoodianus
1;13;species;Hoogl
1;13;species;hooglandii
1;13;species;Hook f.
1;13;species;Hook. & Arn. 
1;13;species;Hook. & Taylor  
1;13;species;Hook. ex A.DC.
1;13;species;Hook. ex Schelpe
1;13;species;Hook. f. & Wilson
1;13;species;Hook. f. ex Triana
1;13;species;Hook. fil. & Wils.
1;13;species;Hook. in Kunth
1;13;species;Hook.f
1;13;species;Hook.f & Thomson
1;13;species;Hook.f. 
1;13;species;Hook.f. & Thomson 
1;13;species;Hook.f. & Thomson ex C.B.Clarke
1;13;species;Hook.f. & Thomson ex Dyer
1;13;species;Hook.f. ex C.B.Clarke
1;13;species;Hook.f. ex Miq.
1;13;species;Hook.f. ex T.Anderson
1;13;species;Hook.f. ex Triana
1;13;species;Hooker & Grev.
1;13;species;Hookeria
1;13;species;Hookeria lucens
1;13;species;hookerianus
1;13;species;Hookeriopsis acuminata
1;13;species;Hookeriopsis crispa
1;13;species;Hookeriopsis cruegeri
1;13;species;Hookeriopsis cruegeriana
1;13;species;Hookeriopsis cuspidata
1;13;species;Hookeriopsis falcata
1;13;species;Hookeriopsis guadeloupensis
1;13;species;Hookeriopsis incurva
1;13;species;Hookeriopsis parkeriana
1;13;species;Hookeriopsis rugulosa
1;13;species;Hookeriopsis subfalcata
1;13;species;hoolei
1;13;species;Hooper
1;13;species;hopea
1;13;species;Hopea bracteata
1;13;species;Hopea bullatifolia
1;13;species;Hopea dryobalanoides
1;13;species;Hopea ferrea
1;13;species;Hopea helferi
1;13;species;Hopea kerangasensis
1;13;species;Hopea oblongifolia
1;13;species;Hopea pentanervia
1;13;species;Hopea sangal
1;13;species;hopkinsii
1;13;species;hoplophyllum
1;13;species;Hoppe ex DC.
1;13;species;Horak
1;13;species;Horan.
1;13;species;horaninowia
1;13;species;hordei-murini
1;13;species;Hordelymus
1;13;species;Hordelymus europaeus
1;13;species;Hordeum bulbosum
1;13;species;Hordeum distichon
1;13;species;Hordeum gussoneanum
1;13;species;Hordeum jubatum
1;13;species;Hordeum marinum
1;13;species;Hordeum murinum
1;13;species;Hordeum nodosum
1;13;species;Hordeum secalinum
1;13;species;horiana
1;13;species;Horkel
1;13;species;horkelia
1;13;species;horkeliella
1;13;species;Hormiactella
1;13;species;hormiscium
1;13;species;Hormodendrum
1;13;species;Hormomyces
1;13;species;Hormotheca
1;13;species;hormuzakia
1;13;species;hornea
1;13;species;horneana
1;13;species;hornei
1;13;species;Hornem. 
1;13;species;hornemannii
1;13;species;hornii
1;13;species;Hornstedtia conica
1;13;species;Hornstedtia cyathifera
1;13;species;Hornstedtia gracilis
1;13;species;Hornstedtia havilandii
1;13;species;Hornstedtia incana
1;13;species;Hornstedtia leonurus
1;13;species;Hornstedtia minor
1;13;species;Hornstedtia mollis
1;13;species;Hornstedtia paludosa
1;13;species;Hornstedtia reticulata
1;13;species;Hornstedtia rubra
1;13;species;Hornstedtia sanhan
1;13;species;Hornstedtia scottiana
1;13;species;Hornstedtia scyphifera
1;13;species;Hornstedtia tomentosa
1;13;species;horovitziana
1;13;species;horridum
1;13;species;horridus
1;13;species;Horsfieldia borneensis
1;13;species;Horsfieldia fragillima
1;13;species;Horsfieldia polyspherula
1;13;species;Horsfieldia reticulata
1;13;species;Horsfieldia wallichii
1;13;species;horsfordia
1;13;species;Hort.
1;13;species;Hort. 
1;13;species;hort. ex Endl.
1;13;species;Hort. ex Gerome & Labroy
1;13;species;Hort.Angl. ex Link
1;13;species;Hort.Lindl.
1;13;species;hortia
1;13;species;horticola
1;13;species;hortiorum
1;13;species;hortonia
1;13;species;Hortonioideae
1;13;species;Horv.
1;13;species;hosakanum
1;13;species;Hoscht.
1;13;species;hosei
1;13;species;Hoslundia opposita
1;13;species;Hoslundia oppositifolia
1;13;species;hosmeri
1;13;species;Hosseus 
1;13;species;Hosta
1;13;species;Hosta lancifolia
1;13;species;hostii
1;13;species;hostilis
1;13;species;hostmanniana
1;13;species;hotteana
1;13;species;hottentotta
1;13;species;hottlei
1;13;species;hottonia
1;13;species;Hottonia inflata
1;13;species;Hottonia palustris
1;13;species;houstonii
1;13;species;Houtt
1;13;species;Houtt.
1;13;species;Houttuynia cordata
1;13;species;Hovenia dulcis
1;13;species;Howe
1;13;species;Howellanthus
1;13;species;howelliella
1;13;species;howsei
1;13;species;hoya
1;13;species;Hoya balaensis
1;13;species;Hoya coronaria
1;13;species;Hoya lacunosa
1;13;species;Hoya micrantha
1;13;species;Hoya parasitica
1;13;species;Hoya siamica
1;13;species;hranicensis
1;13;species;Hsskn. & Bornm.
1;13;species;Hu & W.C.Cheng
1;13;species;Hua
1;13;species;huachamacariensis
1;13;species;Huangtcia oblata
1;13;species;Huangtcia renifolia
1;13;species;huanita
1;13;species;huaucui
1;13;species;Hub.
1;13;species;Hub.-Mor.
1;13;species;Hub.-Mor. & Chamberlain 
1;13;species;Hub.-Mor. & V.A.Matthews
1;13;species;Hubbardochloa
1;13;species;Hubbardochloa gracilis
1;13;species;hubbyi
1;13;species;huber
1;13;species;Huber cf.
1;13;species;Huber ex Ducke
1;13;species;Huberantha
1;13;species;Huberantha cerasoides
1;13;species;huberia
1;13;species;huberiana
1;13;species;huberodendron
1;13;species;hubertia
1;13;species;hudsonianum
1;13;species;hudsonioides
1;13;species;huerlimannii
1;13;species;Huertea cubensis
1;13;species;Huertea glandulosa
1;13;species;hugelii
1;13;species;Hugonia planchonii
1;13;species;huguettiae
1;13;species;Huhndorf
1;13;species;Huhtinen & Iturr.
1;13;species;Huhtinen & R. Sant.
1;13;species;Huhtinen & Y. Mäkinen
1;13;species;huiana
1;13;species;huidobria
1;13;species;Huijsman ex Noordel.
1;13;species;Huilaea
1;13;species;Huilaea macrocarpa
1;13;species;huiningensis
1;13;species;Hullettia
1;13;species;hullettii
1;13;species;hulsea
1;13;species;HultZn
1;13;species;HultZn & H.St. John
1;13;species;humana
1;13;species;Humarina
1;13;species;humarioides
1;13;species;Humata angustata
1;13;species;Humata heterophylla
1;13;species;Humata repens
1;13;species;Humata vestita
1;13;species;Humb-Bonpl. ex Willd.
1;13;species;Humb & Bonpl.
1;13;species;Humb. & Bonpl. ex FlYgge
1;13;species;Humb. & Bonpl. ex Schult.
1;13;species;Humb. & Willd.
1;13;species;Humb. Bonpl. ex Willd.
1;13;species;Humb.& Bonpl. ex Willd.
1;13;species;humbertacalia
1;13;species;humbertia
1;13;species;humbertiana
1;13;species;humbertianthus
1;13;species;humbertianum
1;13;species;humbertiella
1;13;species;Humbertioideae
1;13;species;humbertioturraea
1;13;species;humblotiana
1;13;species;Humboldt & Bonpland
1;13;species;Humboldtia
1;13;species;Humboldtia laurifolia
1;13;species;humboldtianum
1;13;species;humeocline
1;13;species;humeolens
1;13;species;humifaciens
1;13;species;humillima
1;13;species;Humirianthera
1;13;species;Humirianthera ampla
1;13;species;Humiriastrum diguense
1;13;species;Humiriastrum mapiriense
1;13;species;Humiriastrum procerum
1;13;species;Humiriastrum proceum
1;13;species;humiriifolium
1;13;species;humistratus
1;13;species;humolens
1;13;species;humosa
1;13;species;humpatensis
1;13;species;Humphreya coffeatum
1;13;species;Humphries
1;13;species;Humulus lupulus
1;13;species;hunanense
1;13;species;hunnemannia
1;13;species;Hunter
1;13;species;hunteria
1;13;species;Hunteria elliotii
1;13;species;Hunteria umbellata
1;13;species;hunzikeria
1;13;species;huongiana
1;13;species;hupehensis
1;13;species;Huperzia acerosa
1;13;species;Huperzia affinis
1;13;species;Huperzia appressa
1;13;species;Huperzia arctica
1;13;species;Huperzia arcuata
1;13;species;Huperzia ascendens
1;13;species;Huperzia attenuata
1;13;species;Huperzia austroecuadorica
1;13;species;Huperzia badiniana
1;13;species;Huperzia beiteliana 
1;13;species;Huperzia beitelii
1;13;species;Huperzia brevifolia
1;13;species;Huperzia brongniartii
1;13;species;Huperzia callitrichifolia
1;13;species;Huperzia campiana
1;13;species;Huperzia capellae
1;13;species;Huperzia capillaris
1;13;species;Huperzia carinata
1;13;species;Huperzia ciliolata
1;13;species;Huperzia cleefiana
1;13;species;Huperzia colanensis
1;13;species;Huperzia columnaris
1;13;species;Huperzia compacta
1;13;species;Huperzia cumingii
1;13;species;Huperzia curvifolia
1;13;species;Huperzia dentata
1;13;species;Huperzia dichaeoides
1;13;species;Huperzia ericifolia
1;13;species;Huperzia espinosana
1;13;species;Huperzia eversa
1;13;species;Huperzia funiformis
1;13;species;Huperzia hartwegiana
1;13;species;Huperzia hastata
1;13;species;Huperzia heteroclita
1;13;species;Huperzia hexasticha
1;13;species;Huperzia hippuridea
1;13;species;Huperzia hohenackeri
1;13;species;Huperzia homocarpa
1;13;species;Huperzia huberi
1;13;species;Huperzia hypogaea
1;13;species;Huperzia hystrix
1;13;species;Huperzia kuesteri
1;13;species;Huperzia lindenii
1;13;species;Huperzia llanganatensis
1;13;species;Huperzia loxensis
1;13;species;Huperzia macbridei
1;13;species;Huperzia manus-diaboli
