dassco:taxonID	dassco:name	dassco:author	dassco:fullname	dassco:epithet	dassco:rankid	dassco:extinct	dwc:taxonID	dwc:scientificName	dwc:scientificNameAuthorship	dwc:parentNameUsageID	dwc:parentNameUsage	dwc:acceptedNameUsageID	dwc:acceptedNameUsage	dwc:taxonomicStatus	dwc:taxonRank	sp:taxonID	sp:fullname	sp:author	sp:rankid	sp:rankname	sp:parentname	sp:taxonnr	sp:taxonnrsource
377245deb61f4eb2ec64c6b7def55f2b	Baldellia ranunculoides		Baldellia ranunculoides 		220	false										1548433	Baldellia ranunculoides		220	Species	Baldellia		
97b1c2625b836dca173b36dffbe362a0	Baldellia repens		Baldellia repens 		220	false										1548438	Baldellia repens		220	Species	Baldellia		
ada048d6b53634b1df58041251b0c829	Baldoa repens	Spreng.	Baldoa repens Spreng.		220	false										6182391	Baldoa repens Spreng.		220	Species	Baldoa		
81125bf8d6bb2af871f228a0e689663f	Ballota forskahlei	Benth.	Ballota forskahlei Benth.		220	false										6171954	Ballota forskahlei Benth.		220	Species	Ballota		
c92496d8ea2cd4fb8c5c2c95dddee12f	Ballota vulgaris	Hoffmanns. & Link ex Hornem.	Ballota vulgaris Hoffmanns. & Link ex Hornem.		220	false										6177898	Ballota vulgaris Hoffmanns. & Link ex Hornem.		220	Species	Ballota		
3b046c9a442402af91b8032517f34c0a	Balsamocitrus paniculata	(Schumach. & Thonn.) L.D. Swingle	Balsamocitrus paniculata (Schumach. & Thonn.) L.D. Swingle		220	false										6172468	Balsamocitrus paniculata (Schumach. & Thonn.) L.D. Swingle		220	Species	Balsamocitrus		
7206523d31ad04f3e2f3fc5b1e84faf6	Balsamocitrus paniculata	(Schumach.) Swingle	Balsamocitrus paniculata (Schumach.) Swingle		220	false										6172470	Balsamocitrus paniculata (Schumach.) Swingle		220	Species	Balsamocitrus		
35f4437bb08932d07cf684a85f4e0646	Bambusa aculeata	Rupr.	Bambusa aculeata Rupr.		220	false										6125350	Bambusa aculeata Rupr.		220	Species	Bambusa		
340cc91ec8dc0e5e990fb9dc77bcfe3e	Bambusa arundinacea	Nees	Bambusa arundinacea Nees		220	false										6125247	Bambusa arundinacea Nees		220	Species	Bambusa		
35d0a5ca87fde54717316967dc81e800	Bambusa inermis	Rupr.	Bambusa inermis Rupr.		220	false										6180021	Bambusa inermis Rupr.		220	Species	Bambusa		
6ed4842bb724b8b775179bd2b011cae5	Bambusa paniculata	(Monro) Hack.	Bambusa paniculata (Monro) Hack.		220	false										6180027	Bambusa paniculata (Monro) Hack.		220	Species	Bambusa		
a0f45497fc9cc9d73545d31bd58586f3	Bambusa tuloides	Munro	Bambusa tuloides Munro		220	false										6125249	Bambusa tuloides Munro		220	Species	Bambusa		
